,Gradient descent,1 step gradient descent
-3.0,0.8760432661469322,0.9497767407400471
-2.9,0.8763829343230168,0.9498347322281391
-2.8,0.8760129055879925,0.9496065717573792
-2.6999999999999997,0.8787465531423545,0.9509320714677195
-2.5999999999999996,0.8767924194053417,0.9500745692979888
-2.4999999999999996,0.878643364001321,0.9511757669541033
-2.3999999999999995,0.8768905740893772,0.9499511463060668
-2.2999999999999994,0.8789927860825247,0.9511965295690511
-2.1999999999999993,0.8780084013432367,0.9512366987642533
-2.099999999999999,0.8783565286884901,0.9508384089702921
-1.9999999999999991,0.8761243977638944,0.9492352793557302
-1.899999999999999,0.8767683164867135,0.9503277987916392
-1.799999999999999,0.8769468093754279,0.9502008295247016
-1.6999999999999988,0.8760842921808704,0.9494767380253047
-1.5999999999999988,0.8777896356258648,0.9503491784636745
-1.4999999999999987,0.8767044420976904,0.9500045807174299
-1.3999999999999986,0.8763648956368976,0.9499849377483938
-1.2999999999999985,0.8774433952766342,0.95026425085455
-1.1999999999999984,0.8761009187150328,0.9496899083806668
-1.0999999999999983,0.8785715442051923,0.9507983808347056
-0.9999999999999982,0.8772308418224285,0.9500271043310142
-0.8999999999999981,0.8774552103830251,0.9502662403930637
-0.799999999999998,0.8774475963689129,0.9500644927957592
-0.699999999999998,0.8757067845087313,0.9495976643734371
-0.5999999999999979,0.8780029719804852,0.9509845450300625
-0.4999999999999978,0.878400148781719,0.9509808827772788
-0.3999999999999977,0.8772553893752142,0.9506696790064945
-0.2999999999999976,0.8769571507628429,0.9503396107766647
-0.1999999999999975,0.8770011846852607,0.9501086946015337
-0.09999999999999742,0.879585061980321,0.951657998930343
2.6645352591003757e-15,0.8757305807196971,0.9495910183668044
0.10000000000000275,0.8760357520617907,0.9493176930282066
0.20000000000000284,0.8764405035456081,0.9497642572950504
0.30000000000000293,0.8756056932187997,0.9495346490759359
0.400000000000003,0.8771623643036681,0.9503055452156346
0.5000000000000031,0.8786663096738806,0.9509305599228057
0.6000000000000032,0.8783113942809132,0.9508206253207196
0.7000000000000033,0.8788143149019111,0.9510564340518204
0.8000000000000034,0.8772461784074228,0.9503583110606614
0.9000000000000035,0.8772088777160773,0.9503852452716005
1.0000000000000036,0.8774308167758738,0.950684555387759
1.1000000000000032,0.8769770552621452,0.9502334268508875
1.2000000000000037,0.8758591672030979,0.9498575348069088
1.3000000000000043,0.876619309230226,0.9499930144415004
1.400000000000004,0.877420233879396,0.950534836414034
1.5000000000000036,0.8766348095999495,0.9497500244512691
1.600000000000004,0.8777739973785904,0.950568840859299
1.7000000000000046,0.8780097941598026,0.9508174243498272
1.8000000000000043,0.87805004414296,0.9510744328993068
1.900000000000004,0.8770923852619622,0.9503049616145046
2.0000000000000044,0.8773826091518884,0.9501014926464669
2.100000000000005,0.8777737971044947,0.9501412618628083
2.2000000000000046,0.8772141180269288,0.9503128673945711
2.3000000000000043,0.8768835319826851,0.9501028379619555
2.400000000000005,0.8744757951651834,0.9489709870346947
2.5000000000000053,0.8803124524206094,0.951676205488918
2.600000000000005,0.8778101952254691,0.950707435225965
2.7000000000000046,0.8786376698900864,0.9509482858381652
2.800000000000005,0.8769396223644977,0.9501724638895894
2.9000000000000057,0.8762990899419304,0.9500901624749175
3.0000000000000053,0.877119700981803,0.9505427483578087
