,Gradient descent,1 step gradient descent
-3.0,0.876740661107197,0.9338795497698714
-2.95,0.8770852452790698,0.936257296949394
-2.9000000000000004,0.8787135337044141,0.9377044060489987
-2.8500000000000005,0.8754053148329186,0.9378885550104188
-2.8000000000000007,0.8740554523775727,0.9386468594189012
-2.750000000000001,0.8739088984546375,0.9396864475922925
-2.700000000000001,0.8764246176604656,0.9427211640067947
-2.6500000000000012,0.872430639287358,0.9413393361365942
-2.6000000000000014,0.8763692045558831,0.9452445020393607
-2.5500000000000016,0.875501974393143,0.9459863282202979
-2.5000000000000018,0.8804060322236953,0.9488804444420603
-2.450000000000002,0.8753479226642185,0.9473420763508494
-2.400000000000002,0.8780622638739881,0.9492880141843356
-2.3500000000000023,0.873516717094379,0.9474409518119484
-2.3000000000000025,0.8783227238444802,0.9502375477875109
-2.2500000000000027,0.879959632244264,0.9520299660553858
-2.200000000000003,0.8773874246204013,0.9512466468561142
-2.150000000000003,0.8751176275671585,0.9506776687229004
-2.100000000000003,0.8781845896482718,0.9524221261465777
-2.0500000000000034,0.8802887275206073,0.952732997566759
-2.0000000000000036,0.8783101886023588,0.9511367909966297
-1.9500000000000037,0.8788359314873494,0.9512244547107926
-1.900000000000004,0.875608370353035,0.9487966683390172
-1.850000000000004,0.8771762451060641,0.9483805233853428
-1.8000000000000043,0.8804055504967035,0.949245610081235
-1.7500000000000044,0.8802459276923555,0.9475309398651288
-1.7000000000000046,0.8774218116582007,0.9444606880326629
-1.6500000000000048,0.8804764927683228,0.9431633603144536
-1.600000000000005,0.882097102048819,0.9420076291425291
-1.5500000000000052,0.8762239375997394,0.9363736868569656
-1.5000000000000053,0.8791460727843639,0.9349942191830563
-1.4500000000000055,0.8849478563161695,0.9330353050562971
-1.4000000000000057,0.878460158992375,0.926226605819125
-1.3500000000000059,0.8816558748785442,0.9222243533346317
-1.300000000000006,0.8805643116538814,0.9173135707009356
-1.2500000000000062,0.8815036715875444,0.9093008052413925
-1.2000000000000064,0.8828920389623879,0.9031081825627916
-1.1500000000000066,0.8802226293435863,0.8937879709529023
-1.1000000000000068,0.880176712081966,0.8803730785823405
-1.050000000000007,0.8818713386439675,0.8734381448400433
-1.000000000000007,0.8828788958348688,0.8569778475386293
-0.9500000000000073,0.8846026517755221,0.844309632648334
-0.9000000000000075,0.8851174954646118,0.8285326827757393
-0.8500000000000076,0.8886266593371087,0.80533977467724
-0.8000000000000078,0.8834310286384354,0.7764024932941058
-0.750000000000008,0.8845566360604522,0.7455024353297528
-0.7000000000000082,0.8869396555446144,0.7006942277088855
-0.6500000000000083,0.8828641672086095,0.6431581570372735
-0.6000000000000085,0.8824038082973574,0.5523348179345359
-0.5500000000000087,0.884630860398233,0.42350924461110345
-0.5000000000000089,0.8837087294172554,0.25188802121243115
-0.45000000000000906,0.8835601165159405,0.1849834338038275
-0.40000000000000924,0.8907359334555623,0.16561250268807473
-0.3500000000000094,0.889234375044635,0.16915986384874704
-0.3000000000000096,0.8832051169205201,0.16013153928427423
-0.25000000000000977,0.8858300644578272,0.16656603535836195
-0.20000000000000995,0.8881558008139744,0.16871472123227627
-0.15000000000001013,0.8918659088805451,0.16972059564129013
-0.1000000000000103,0.8921482446300101,0.1706873533297436
-0.05000000000001048,0.8925602849182984,0.17262549615355244
-1.0658141036401503e-14,0.890607666287088,0.17363297255454505
