,Gradient descent,1 step gradient descent
-3.0,0.6817323294769722,0.7360872345273702
-2.95,0.6759686074297708,0.7297944397666174
-2.9000000000000004,0.6737652426779558,0.7293289771185093
-2.8500000000000005,0.674428685219123,0.7325983036741377
-2.8000000000000007,0.6766589335175001,0.7350093266595433
-2.750000000000001,0.6789707289900602,0.7396332794780516
-2.700000000000001,0.678316092911995,0.7411753127665942
-2.6500000000000012,0.679049804616132,0.7427728864043911
-2.6000000000000014,0.6862947337634181,0.7532378090958969
-2.5500000000000016,0.679248487282099,0.7454526311502396
-2.5000000000000018,0.6760014705645342,0.7439587450667541
-2.450000000000002,0.683134440636034,0.751447856123319
-2.400000000000002,0.682805223579145,0.7504629278621994
-2.3500000000000023,0.6766093774251586,0.7456884666304685
-2.3000000000000025,0.6813242046747744,0.7519792776320403
-2.2500000000000027,0.6843836228896291,0.7555594197410254
-2.200000000000003,0.6821423277277174,0.7529445486059202
-2.150000000000003,0.6849665930317147,0.7567900220478486
-2.100000000000003,0.6846983324002712,0.7569538668844399
-2.0500000000000034,0.682047075597518,0.7541649039900905
-2.0000000000000036,0.6829230169120065,0.7552954222050072
-1.9500000000000037,0.6831396439450522,0.7533515353060802
-1.900000000000004,0.6831712641411806,0.7500375650435537
-1.850000000000004,0.6848131308043217,0.7517349542314167
-1.8000000000000043,0.6854356337913124,0.7507027690464675
-1.7500000000000044,0.679469092161558,0.7445974739130166
-1.7000000000000046,0.6854912888433938,0.7457198889514626
-1.6500000000000048,0.6854299475172736,0.7404684275975273
-1.600000000000005,0.681501932234534,0.7351778731683728
-1.5500000000000052,0.6843319202038698,0.7326750315228365
-1.5000000000000053,0.686791546993228,0.7314750660531701
-1.4500000000000055,0.6833635146431372,0.7194284588824771
-1.4000000000000057,0.6867072844903921,0.7152353517639947
-1.3500000000000059,0.6848447673883702,0.7033435345172122
-1.300000000000006,0.6900556804420498,0.6981418124433814
-1.2500000000000062,0.6909596903920097,0.6829282250978688
-1.2000000000000064,0.6923285550093449,0.659341958467867
-1.1500000000000066,0.6881767439747734,0.630719561530042
-1.1000000000000068,0.6909254478988649,0.5948831242922823
-1.050000000000007,0.6942145812324216,0.5513970598119702
-1.000000000000007,0.6903225416868358,0.461867216689958
-0.9500000000000073,0.6925840325956811,0.4117667237424289
-0.9000000000000075,0.6914296341839077,0.32433548880187396
-0.8500000000000076,0.6958911470095204,0.26789049220350936
-0.8000000000000078,0.6930330565452824,0.2198924326892137
-0.750000000000008,0.6895258213964149,0.15850325033289617
-0.7000000000000082,0.6886459459539164,0.15162432975578496
-0.6500000000000083,0.6911006883215867,0.15524600200753633
-0.6000000000000085,0.6960314038128788,0.1627870466954686
-0.5500000000000087,0.6978265974596235,0.17475287418645896
-0.5000000000000089,0.6966121784808367,0.1803052468311378
-0.45000000000000906,0.6992866330927809,0.1889411276230643
-0.40000000000000924,0.6975979885009491,0.19352779574789977
-0.3500000000000094,0.7003181671611157,0.19707131748030432
-0.3000000000000096,0.7024384544117929,0.2017227028178722
-0.25000000000000977,0.7041424049432128,0.20894074102361804
-0.20000000000000995,0.7025492223198595,0.21840207594489533
-0.15000000000001013,0.7020323752500024,0.2164070605730779
-0.1000000000000103,0.7002011231221626,0.2230126410877821
-0.05000000000001048,0.7083188190733612,0.22913056348483213
-1.0658141036401503e-14,0.6993591804978052,0.22805887958111476
0.049999999999989164,0.6998122789640024,0.2281175543635826
0.09999999999998899,0.7010874342058423,0.2385454154705025
0.1499999999999888,0.6987456784855701,0.23726304114338584
0.19999999999998863,0.7086648911875905,0.24476666182398463
0.24999999999998845,0.7104649510524107,0.2417454906288522
0.2999999999999883,0.7020648045352612,0.24709318458474788
0.3499999999999881,0.7062690251988236,0.2453451414327745
0.3999999999999879,0.7051363813785366,0.2490066968694748
0.44999999999998774,0.7052021992067268,0.2505590785232165
0.49999999999998757,0.7073066411430271,0.2526520608973562
